sku,nome,categoria,marca,custo,preco,imposto,descricao,updated_at,pesquisa_1,pesquisa_2,pesquisa_3
158-1,,,,,,,"SENSOR DE PRESSÃO RAIL FLAUTA APLICAÇÃO RENAULT MASTER 2.5 2004 2011 GENERAL MOTORS BLAZER 2.8 8V M; S10 2.8 8V M; NISSAN FRONTIER 2.8 2005/2008 RENAULT MASTER 2.5 16V 2004/2006 VOLKSWAGEN DELIVERY WORKER VOLVO VM 210 VM260 VM310 MOTOR MWM 9 0691 51 0 0002 CÓDIGO DA PEÇA: 0281002908 SIMILIARES: BOSCH 0 281 002 920 0281002920 BOSCH 0 281 002 720 0281002720 BOSCH 0 281 002 834 0281002834 MERCEDES BENZ A 006 153 78 28 A0061537828 RENAULT 82 00 418 270 8200418270 RENAULT 77 01 068 400 7701068400 RENAULT 82 00 418 820 8200418820 MARCA: BOSCH PRODUTO NOVO NA CAIXA!!! FRETE GRÁTIS!!! COM A GARANTIA DE 3 MESES!!! QUALQUER DUVIDA ESTAMOS A DISPOSICAO Antes de efetuar a compra, tire todas as suas duvidas com o vendedor, confira os códigos do produto com o da sua peça, mostre todas as fotos disponíveis no anuncio ao seu técnico para não comprar o produto errado, evitando assim transtornos para ambas as partes. JK IMPORTS",01/06/2026 08:33,,,
299-1,Interruptor Chave Farol Milha Neblina Luz Golf Tiguan Jetta,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. PRODUTO CONTÉM VARIAÇÃO, CASO NÃO APAREÇA A OPÇÃO DESEJADA DE ESCOLHA CONFIRMA NAS IMAGENS OU PELO CODIGO DA PEÇA NAS CARACTERÍSTICAS PRINCIPAIS DO PRODUTO. OPÇÕES DISPONIVEIS MODELO A - 5ND941431A MODELO B - 5ND941431B VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. > CHAVE FAROL MILHA NEBLINA COM FUNÇÃO AUTO - LINHA VW <- *** ATENÇÂO - a chave é compatível somente com os veículos listado abaixo. Não recomendamos adaptações em outros veículos, que podem apresentar mal funcionamento da chave *** Produto novo, qualidade e iluminação padrão original. - DETALHES - Acabamento com pintura em aço escovado e boa sensibilidade (semelhante a emborrachado) - Função auto, meia luz, milha, neblina, farol alto e farol baixo. - APLICAÇÃO - Linha VW - Passat FSI / FSI Turbo / TSI 2006-2014 - Jetta 2006-2010 - Tiguan Todos - Golf 2007 a 2014 (com função auto) Código do Produto: 5ND941431B Garantia de 3 meses contra defeito de fabricação. Valor referente a uma unidade. OBSERVACOES E CONDICOES DA LOJA - Produto com nota fiscal consumidor final e garantia total de 3 meses contra defeitos de fabricação. - Para devolução de produtos, somente com embalagem original, sem marcas de uso e nota fiscal. Garantia do vendedor: 3 meses QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mais de 5 anos no mercado e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Interruptor Chave Farol Milha Neblina Luz Golf Tiguan Jetta,Chave Botão Farol Função Automático Golf Jetta Polo Amarok,Chave Interruptor Luz Farol Milha Neblina Jetta Passat Golf
299-2,,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. PRODUTO CONTÉM VARIAÇÃO, CASO NÃO APAREÇA A OPÇÃO DESEJADA DE ESCOLHA CONFIRMA NAS IMAGENS OU PELO CODIGO DA PEÇA NAS CARACTERÍSTICAS PRINCIPAIS DO PRODUTO. OPÇÕES DISPONIVEIS MODELO A - 5ND941431A MODELO B - 5ND941431B VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. > CHAVE FAROL MILHA NEBLINA COM FUNÇÃO AUTO - LINHA VW <- *** ATENÇÂO - a chave é compatível somente com os veículos listado abaixo. Não recomendamos adaptações em outros veículos, que podem apresentar mal funcionamento da chave *** Produto novo, qualidade e iluminação padrão original. - DETALHES - Acabamento com pintura em aço escovado e boa sensibilidade (semelhante a emborrachado) - Função auto, meia luz, milha, neblina, farol alto e farol baixo. - APLICAÇÃO - Linha VW - Passat FSI / FSI Turbo / TSI 2006-2014 - Jetta 2006-2010 - Tiguan Todos - Golf 2007 a 2014 (com função auto) Código do Produto: 5ND941431B Garantia de 3 meses contra defeito de fabricação. Valor referente a uma unidade. OBSERVACOES E CONDICOES DA LOJA - Produto com nota fiscal consumidor final e garantia total de 3 meses contra defeitos de fabricação. - Para devolução de produtos, somente com embalagem original, sem marcas de uso e nota fiscal. Garantia do vendedor: 3 meses QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mais de 5 anos no mercado e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,,,
257,Interruptor Interrupitor Vidro Elétrico Sprinter A9065451913,,,,,,"OEM: 9065451913 Descrição OBRIGADO POR VISITAR OS PRODUTOS ""JK IMPORTS"" SOMOS IMPORTADORES, TODOS NOSSOS PRODUTOS ACOMPANHA NOTA FISCAL GARANTIA DE 3 MESES PRODUTO: 1 Comando Botão Interruptor Vidro Elétrico Mercedes Sprinter CODIGO PEÇA 9065451913 Embalagem: 1 Botão Vidro Elétrico Aplicação: Porta Direita ( Passageiro ) CONFERIR FORMATO DO CONECTOR CONFORME FOTO PEÇA NOVA",01/06/2026 08:43,Botão Vidro Elétrico Sprinter 311/415/515 Lado (passageiro),Interruptor Interrupitor Vidro Elétrico Sprinter A9065451913,Botão Vidro Elétrico Sprinter 415/515 - Direito (passageiro)
272-K8,Filtro De Óleo Brazlandia Tsi Tfsi 06h103081 Jetta Passat,,,,,,FILTRO PENEIRA DO EIXO BALANCEADOR DO MOTOR ? LINHA VW TSI / AUDI TFSI Kit com 8 filtros novos. Vai exatamente como nas imagens. Essa peça saiu em vários modelos VW e AUDI que utilizam os eixos balanceadores 06H.198.205F / 06H.198.205N: VW: Jetta / Passat / Tiguan / Fusca Audi: A3 / A4 / A5 / A6 / Q3 / Q5 / TT Compare com as imagens ou tire suas dúvidas antes de comprar.,01/06/2026 08:43,Filtro De Óleo Brazlandia Tsi Tfsi 06h103081 Jetta Passat,Filtro Peneira Eixo Balanceador Jetta Passat Tiguan A3 A4 Q3,Filtro Peneira Eixo Balanceador Vw Jetta Golf Tiguan Beetle
316,Sensor Direção Hidráulica Renault Clio Sandero Logan Scenic,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Sensor direção hidráulica (Original) Aplicação Renault: Renault Clio II, Logan, Sandero, Megane, Symbol, Kangoo, Novo Logan, Novo Sandero, Duster, Laguna Veículos Compatíveis: •Renault Clio de 2000 a 2014 •Renault Kangoo de 2000 a 2016 •Renault Sandero de 2007 a 2014 •Renault Logan de 2007 a 2013 •Renault Novo Sandero de 2015 a 2016 •Renault Novo Logan de 2014 a 2016 •Renault Symbol de 2009 a 2012 •Renault Duster de 2011 a 2015 •Renault Megane de 2000 a 2005 •Renault Scenic de 2001 a 2010 •Renault Laguna de 1995 a 2001 Peugeot: 206 1.0 16v CÓDIGOS DA PEÇA: 7700810966 / 7700824947 / 7700784410 / 7700413763 / 7700435692 / 497610324R QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Interruptor Pressão Direção Hidráulica Renault Todos,Sensor Pressão Direção Hidráulica Renault Clio Logan Sandero,Sensor Direção Hidráulica Renault Clio Sandero Logan Scenic
303,Válvula Vácuo Tração Eixo Dianteiro S10 Blazer 4x4 98 A 2011,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. VÁLVULA ACIONAMENTO DIFERENCIAL DIANTEIRO CHEVROLET S10 4x4 BLAZER 4x4 PRODUTO IMPORTADO COM QUALIDADE, ACABAMENTO E ENCAIXE PERFEITO !!! QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Cuica Diafragma Atuador Vácuo Da Tração S10 Blazer Até 2011,Válvula Vácuo Tração Eixo Dianteiro S10 Blazer 4x4 98 A 2011,Válvula De Vácuo Tração Eixo Dianteiro S10 Blazer 4x4 98/11
279,Duto Filtro Entrada Ar Mecedes A180 A200 A250 B180 B200 Gla,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Mangueira de entrada de ar de admissão do motor, para os modelos Mercedes: A200, A250, B200, CLA e GLA. Ref: A 2700900282 Obs. Existe dois tipos de encaixe para essa mangueira, favor verificar se código da peça que está no carro é compatível com o do anúncio. QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS? - Aqui você pode confiar.",01/06/2026 08:43,Duto Mangueira Entrada Ar Mercedes B200 Gla200 A200 Cla200,Duto Filtro Entrada Ar Mecedes A180 A200 A250 B180 B200 Gla,Mangueira Duto Entrada Ar Mercedes A180 A200 A250 B180 B200
321-K,Spoiler Parachoque Dianteiro Golf Gti Mk7 2017 Par Original Preto,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Moldura inferior ou spoiler do parachoque do GOLF GTI MK7 - 2013 - 2017 - Par. Este é aquele que vai embaixo do parachoque do veículo. Peça nova, original VW! Aproveite! QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Spoiler Parachoque Dianteiro Golf Gti Mk7 2015 2016 Original,Spoiler Parachoque Dianteiro Golf Gti Mk7 2017 Par Original,Spoiler Parachoque Golf Gti Mk7 13 Á 17 Esq/dir Par Original
286,Válvula Regulagem Banco A Ar Volvo Fh Fm Scania 124 Mb Axor,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. - Todos nossos produtos são fabricados sob demanda com um elevado padrão de qualidade para serem duradouros. Mas mesmo assim se apresentar algum defeito, contamos com garantia sem burocracia e um excelente pós venda com respostas imediatas e educadas. - O método de entrega será escolhido automaticamente de forma que o produto seja entregue o mais rápido possível, sendo o mesmo por correios ou diversas transportadoras credenciadas. - Sua satisfação é nossa prioridade!!! - Possui alguma pergunta quanto ao produto ou à empresa? Por favor, utilize o campo de perguntas desse anúncio e eu ficarei muito feliz em responder!!! - Produto com 90 dias de garantia; - Alguma dúvida? Será um prazer respondê-lo(a) no campo de perguntas. - Ofereço parcelamento em até 12 vezes sem juros com frete grátis :) Aproveite!!! - Vendedor com excelente reputação e premiado pelo mercado livre pelo excelente pós venda. Basta consultar minha reputação!! --------------------------------------------------------------------------------------- VOLVO FH / SCANIA MODELO DE BANCO NTS ISRINGHAUSEN PARA SCANIA S5 S1847100 S20748450 V20443641 V20586535 V20748450 VOLVO FH NOVO / VOLVO VM / FM / FMX MERCEDES BENZ 1938S///Volvo - 20443641 QUALQUER COMPRA EFETUADA ATÉ AS 11:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 10 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível.",01/06/2026 08:43,Válvula Regulagem Banco A Ar Volvo Fh Fm Scania 124 Mb Axor,Valvula Nivel Banco Volvo Fh Vm Sc 124 Serie Pgr Mb Axor,Valvula Nivel Banco Ar Volvo Fh Vm Sc 124 Serie Pgr Mb Axor
319,Sensor Pressão Pneu Para Hyundai Creta Tucson Tpms Stinger,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Características: - Marca: GM - Modelo: Cilindro - Cor: Preto - Material: Plástico Aplica-se nos veículos: - Astra - 2004 a 2009 - Corsa - 2000 a 2014 - Zafira - 2005 a 2011 - Meriva - 2006 a 2012 Referencias: - G1D500201 Conteúdo da embalagem: - 01 Cilindro atuador QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Cilindro Atuador Hidráulico Meriva Easytronic Novo Original,Cilindro Atuador Hidráulico Meriva Easytronic Original,Cilindro Atuador Hidráulico Módulo Embreag Meriva Easytronic
251,Bico Aspersor Nebulizador 1/2 Latão Metal Regulável,,,,,,"O Pacote conterá: - 01 Unidades de bico - Nota fiscal de sua compra Necessário ao comprador ter conhecimento para utilização e instalação - Material: latão - Pressão da água: 0.75-2.5Mpa - Fluxo de água: 30-215L / H - Cobertura: 0,8-2m - Altura: 0,8-4m dependera pressão - Diâmetro da conexão: 1/2 polegada, DN15 Descritivo: Interruptor rotativo, mudança de vários estágios Bocal removível para fácil limpeza. Enviamos em 24 horas úteis após confirmação pelo mercado livre.",01/06/2026 08:43,Bico Aspersor Nebulizador Irrigação Pulverização Regulável,Bico Aspersor Nebulizador Metal 1/2 Regulável Irrigação,Bico Aspersor Nebulizador 1/2 Latão Metal Regulável
315-K,Par Cinto Anti Alarme Toyota Corolla Adaptador Cinto,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. ESPECIFICAÇÕES TÉCNICAS: Material: Liga de alumínio Cor: Preto Tamanho: 6x5 cm Modelos Aplicáveis: Para Toyota Corolla CONTEÚDO DA EMBALAGEM: Par de fivelas cinto Corolla QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Par Cinto Anti Alarme Toyota Corolla Adaptador Cinto,,
277,Mangueira Filtro Ar Tbi Mercedes C180 2010 2011 2012 2013 14,,,,,,MANGUEIRA DUTO AR ADMISSÃO MERCEDES C180 C200 C250 2010 - 2014 Para motor 1.8 TURBO Não serve para 1.6 TURBO Não serve para Kompressor(Para motor 1.8 TURBO (Não serve para 1.6 TURBO E Kompressor) C180 2011 / 2012 W204 somente 1.8 Turbo C200 CGI 2010 / 2014 C250 CGI 2010 / 2014 1.8 Turbo C180 2011- 2012 W204 somente 1.8 Turbo C200 CGI 2010 - 2014 C250 CGI 2010 -2014 1.8 Turbo Não serve para Kompressor PRODUTO NOVO PRONTA ENTREGA,01/06/2026 08:43,Mangueira Filtro Ar Tbi Mercedes C180 2010 2011 2012 2013 14,Mangueira Filtro Ar Tbi Mercedes C180 C200 C250 2010- 2014,Mercedes Mangueira Filtro Ar Tbi C180 C200 C250 2010 A 2014!
