sku,nome,categoria,marca,custo,imposto,preco,descricao,mlb_principal,mlb_ids,qtd_anuncios_mlb,updated_at,sku_key,cg_unnamed: 0,cg_sku,cg_oem,cg_product name,cg_product description,cg_tradução ptbr  ou nome na bling,cg_material,cg_material ptbr,cg_embalagem individual,cg_embalagem individual ptbr,cg_medidas individuas,cg_unnamed: 12,cg_unnamed: 13,cg_m³ individual,cg_peso individual,cg_individual size,cg_para quer serve,cg_onde será ultilizado,cg_finalizade,"cg_país do 
fabricante / produtor","cg_fabricante/produtor 
conhecido",cg_nome (fabricante / produtor),"cg_logradouro 
(fabricante / produtor)","cg_número 
(fabricante / produtor)","cg_cidade 
(fabricante / produtor)","cg_complemento 
(fabricante / produtor)","cg_estado 
(fabricante / produtor)","cg_denominação 
do produto","cg_detalhamento complementar 
do produto",titulos_anuncios_mlb,gtins_mlb,custos_frete_mlb,modalidades_mlb,custo_attr,imposto_attr,foto
37,Automatic Transmission Speed Sensor for Vehicle,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",23.98,24.0,,"Sensor de velocidade de transmissão automática para veículos, Material: Plástico e metal, Tamanho individual 9x9,5x4cm, caixa de papelão",MLB1985747751,MLB1985747751|MLB1985755395|MLB3556439077,3.0,25/03/2026 12:53,37,SKU 37,37,"01M927321B
SKU:37",Automatic Transmission Speed Sensor for Vehicle,"Automatic Transmission Speed Sensor for Vehicle, Material: Plastic and metal., Individual Size 9x9,5x4CM, cardboard box","Sensor de velocidade de transmissão automática para veículos, Material: Plástico e metal, Tamanho individual 9x9,5x4cm, caixa de papelão",Material: Plastic and metal.,Material: Plástico e metal.,cardboard box,caixa de papelão,9.0,9.5,4.0,0.000342,56,"Individual Size 9x9,5x4CM",Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Sensor de velocidade de transmissão automática para veículos,"Sensor de velocidade de transmissão automática para veículos, Material: Plástico e metal, Tamanho individual 9x9,5x4cm, caixa de papelão",Sensor De Rotação Câmbio Automático A3 Golf Bora 01m9027321b || Sensor De Velocidade Audi/vw A3/golf Cambio Automatico 01m || Sensor G68 Cambio 01m Audi A3 1.8 Golf Bora New Beetle 2.0,"7895141634640,7895141635449|7895141634657|7895141635449","R$ 16,45|R$ 7,75",Clássico|Premium,23.98,24.0,cadastro_fotos/37.png
371,Vehicle radiator connection flange plus cover,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",24.0,24.0,,"Flange de conexão do radiador do veículo com tampa, Material:
Plástico e metal, caixa de papelão",MLB2170238955,MLB2170238955|MLB2170257124|MLB4375783552|MLB4375795068,4.0,25/03/2026 12:53,371,SKU 371,371,SKU 371,Vehicle radiator connection flange plus cover,"Vehicle radiator connection flange plus cover,  Material:
Plastic and metal, cardboard box","Flange de conexão do radiador do veículo com tampa, Material:
Plástico e metal, caixa de papelão"," Material:
Plastic and metal","Material:
Plástico e metal",cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Flange de conexão do radiador do veículo mais tampa,"Flange de conexão do radiador do veículo com tampa, Material:
Plástico e metal, caixa de papelão",Tampa + Flange Conexão Radiador Freemont 2.4 Dodge Journey || Tubo Conexão Mangueira Radiador Freemont 2.4 2012 2013 2014 || Tubo Conexão Mangueira Radiador Freemont 2.4 2012/ C/ Tampa,7895141623217|7895141635234|7895141635241,"R$ 12,35|R$ 7,85|R$ 7,95",Clássico|Premium,24.0,24.0,cadastro_fotos/371.png
372,Vehicle Radiator Connection Flange plus cover,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",32.03,24.0,,"Flange de conexão do radiador do veículo com tampa, Material: Plástico, caixa de papelão",,,,25/03/2026 12:53,372,SKU 372,372,SKU 372,Vehicle Radiator Connection Flange plus cover,"Vehicle Radiator Connection Flange plus cover, Material: Plastic , cardboard box","Flange de conexão do radiador do veículo com tampa, Material: Plástico, caixa de papelão",Material: Plastic ,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Flange de conexão do radiador do veículo com tampa,"Flange de conexão do radiador do veículo com tampa, Material: Plástico, caixa de papelão",,,,,32.03,24.0,cadastro_fotos/372.png
373,,,,226.49,24.0,,,MLB2162495353,MLB2162495353|MLB6142218880|MLB6142841484,3.0,25/03/2026 12:53,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carcaça E Válvula Termostática Freemont 2.4 Compass 2.0 || Carcaça E Válvula Termostática Freemont 2.4 E Compass 2.0,7895141634701,"R$ 24,65",Clássico,226.49,24.0,
374-1,"Lower vehicle bumper grille, Rigth side",Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",20.52,24.0,,"Grade inferior do para-choque do veículo, lado direito, Material: Plástico, embalagem plástica",-,-,1.0,25/03/2026 12:53,374-1,SKU 374-1,374-1,SKU 374-1,"Lower vehicle bumper grille, Rigth side","Lower vehicle bumper grille, Rigth side, Material: Plastic , plastic bag","Grade inferior do para-choque do veículo, lado direito, Material: Plástico, embalagem plástica",Material: Plastic ,Material: Plástico,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Grade inferior do para-choque do veículo, lado direito","Grade inferior do para-choque do veículo, lado direito, Material: Plástico, embalagem plástica",-,"7895141622470,7895141622500",-,-,20.52,24.0,cadastro_fotos/374-1.png
374-2,"Lower vehicle bumper grille, Left side",Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",20.52,24.0,,"Grade inferior do para-choque do veículo, lado esquerdo, Material: Plástico, embalagem plástica",-,-,1.0,25/03/2026 12:53,374-2,SKU 374-2,374-2,SKU 374-2,"Lower vehicle bumper grille, Left side","Lower vehicle bumper grille, Left side, Material: Plastic , plastic bag","Grade inferior do para-choque do veículo, lado esquerdo, Material: Plástico, embalagem plástica",Material: Plastic ,Material: Plástico,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Grade inferior do para-choque do veículo, lado esquerdo","Grade inferior do para-choque do veículo, lado esquerdo, Material: Plástico, embalagem plástica",-,"7895141622494,7895141622517",-,-,20.52,24.0,cadastro_fotos/374-2.png
374-K,Pair of lower grilles for the vehicle bumper.,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",99.3,24.0,,Conjunto de duas grades inferiores para o para-choque do veículo. Material: Plástico. Embalagem: Saco plástico.,MLB2158551122,MLB2158551122|MLB2158557475|MLB3943739679,3.0,25/03/2026 12:53,374-K,SKU 374-K,374-K,SKU 374-K,Pair of lower grilles for the vehicle bumper.,"Pair of lower grilles for the vehicle bumper., Material: Plastic , plastic bag",Conjunto de duas grades inferiores para o para-choque do veículo. Material: Plástico. Embalagem: Saco plástico.,Material: Plastic ,Material: Plástico,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Conjunto de duas grades inferiores para o para-choque do veículo.,Conjunto de duas grades inferiores para o para-choque do veículo. Material: Plástico. Embalagem: Saco plástico.,Grade Inferior Farol Milha Bmw  Par 320i 325i 330i E-90 Ambos Lados || Par Grade Farol Milha Bmw Serie 3 320i 2008 2010 2011 2012 Ambos Lados || Par Moldura Parachoque Bmw 318i 320i 325i 2009 Até 2012 Ambos Lados,7895141622487|7895141650695,"R$ 23,65|R$ 24,65|R$ 28,35",Premium,99.3,24.0,cadastro_fotos/374-K.png
375-1,LED Signal Lights for Sorento,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",45.07,24.0,,"Luzes de sinalização LED para Sorento, Material: Plástico e metal, Tamanho individual 24x5x6CM, caixa de papelão",-,-,1.0,25/03/2026 12:53,375-1,SKU 375-1,375-1,SKU 375-1,LED Signal Lights for Sorento,"LED Signal Lights for Sorento, Material: Plastic e metal, Individual Size 24x5x6CM, cardboard box","Luzes de sinalização LED para Sorento, Material: Plástico e metal, Tamanho individual 24x5x6CM, caixa de papelão",Material: Plastic e metal,Material: Plástico e metal,cardboard box,caixa de papelão,24.0,5.0,6.0,0.00072,1,Individual Size 24x5x6CM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Luzes de sinalização LED para Sorento,"Luzes de sinalização LED para Sorento, Material: Plástico e metal, Tamanho individual 24x5x6CM, caixa de papelão",-,7895141623248,-,-,45.07,24.0,cadastro_fotos/375-1.png
375-2,LED Signal Lights for Sorento,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",45.13,24.0,,"Luzes de sinalização LED para Sorento, Material: Plástico e metal, caixa de papelão",-,-,1.0,25/03/2026 12:53,375-2,SKU 375-2,375-2,SKU 375-2,LED Signal Lights for Sorento,"LED Signal Lights for Sorento, Material: Plastic e metal, cardboard box","Luzes de sinalização LED para Sorento, Material: Plástico e metal, caixa de papelão",Material: Plastic e metal,Material: Plástico e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Luzes de sinalização LED para Sorento,"Luzes de sinalização LED para Sorento, Material: Plástico e metal, caixa de papelão",-,7895141623255,-,-,45.13,24.0,cadastro_fotos/375-2.png
375-K,Pair of LED indicator lights for Sorento,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Par de luzes indicadoras de LED para Sorento, Material: Plástico e metal, Tamanho individual 24x5x6CM, caixa de papelão",,,,25/03/2026 12:53,375-K,SKU 375-K,375-K,SKU 375-K,Pair of LED indicator lights for Sorento,"Pair of LED indicator lights for Sorento, Material: Plastic e metal, Individual Size 24x5x6CM, cardboard box","Par de luzes indicadoras de LED para Sorento, Material: Plástico e metal, Tamanho individual 24x5x6CM, caixa de papelão",Material: Plastic e metal,Material: Plástico e metal,cardboard box,caixa de papelão,24.0,5.0,6.0,0.00072,0,Individual Size 24x5x6CM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Par de luzes indicadoras de LED para Sorento,"Par de luzes indicadoras de LED para Sorento, Material: Plástico e metal, Tamanho individual 24x5x6CM, caixa de papelão",,,,,,,cadastro_fotos/375-K.png
376,Boat Outboard Engine Ignition Coil,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",88.81,24.0,,"Bobina de Ignição para Motor de Popa de Barco, Material:
Plástico e metal, Tamanho individual 12x10x9CM, caixa de papelão",,,,25/03/2026 12:53,376,SKU 376,376,SKU 376,Boat Outboard Engine Ignition Coil,"Boat Outboard Engine Ignition Coil,  Material:
Plastic and metal, Individual Size 12x10x9CM, cardboard box","Bobina de Ignição para Motor de Popa de Barco, Material:
Plástico e metal, Tamanho individual 12x10x9CM, caixa de papelão"," Material:
Plastic and metal","Material:
Plástico e metal",cardboard box,caixa de papelão,12.0,10.0,9.0,0.00108,345,Individual Size 12x10x9CM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Bobina de ignição do motor de popa de barco,"Bobina de Ignição para Motor de Popa de Barco, Material:
Plástico e metal, Tamanho individual 12x10x9CM, caixa de papelão",,,,,88.81,24.0,cadastro_fotos/376.png
377-2,Underwater light for boats and motorboats 27 LEDs,Acessórios para embarcações,"Tianmen Fengcheng Trading Co. Ltd.
",40.38,24.0,,"Luz subaquática para barcos e lanchas com 27 LEDs, Material:
Plástico e metal, caixa de papelão",-,-,1.0,25/03/2026 12:53,377-2,SKU 377-2,377-2,SKU 377-2,Underwater light for boats and motorboats 27 LEDs,"Underwater light for boats and motorboats 27 LEDs,  Material:
Plastic and metal, cardboard box","Luz subaquática para barcos e lanchas com 27 LEDs, Material:
Plástico e metal, caixa de papelão"," Material:
Plastic and metal","Material:
Plástico e metal",cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Acessórios para embarcações,Uso em emabarcações,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Luz subaquática para barcos e lanchas com 27 LEDs.,"Luz subaquática para barcos e lanchas com 27 LEDs, Material:
Plástico e metal, caixa de papelão",-,"789123400224,7895141623286|7895141638068|7895141638099",-,-,40.38,24.0,cadastro_fotos/377-2.png
377-4,Underwater light for boats and motorboats 27 LEDs,Acessórios para embarcações,"Tianmen Fengcheng Trading Co. Ltd.
",39.75,24.0,,"Luz subaquática para barcos e lanchas com 27 LEDs, Material:
Plástico e metal, caixa de plástico",-,-,1.0,25/03/2026 12:53,377-4,SKU 377-4,377-4,SKU 377-4,Underwater light for boats and motorboats 27 LEDs,"Underwater light for boats and motorboats 27 LEDs,  Material:
Plastic and metal, plastic box","Luz subaquática para barcos e lanchas com 27 LEDs, Material:
Plástico e metal, caixa de plástico"," Material:
Plastic and metal","Material:
Plástico e metal",plastic box,caixa de plástico,,,,0.0,,Individual Size xxCM,Acessórios para embarcações,Uso em emabarcações,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Luz subaquática para barcos e lanchas com 27 LEDs.,"Luz subaquática para barcos e lanchas com 27 LEDs, Material:
Plástico e metal, caixa de plástico",-,7895141623293|7895141638075|7895141638105,-,-,39.75,24.0,cadastro_fotos/377-4.png
377-4-K,,,,81.68,24.0,,,MLB2176999312,MLB2176999312|MLB3585879941|MLB4775238928|MLB4775303244,4.0,25/03/2026 12:53,377-4-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kit 2 Luz Subaquática Popa Lancha Barco 27 Led Ip68 Azul || Par De Luz Lâmpada Subaquática Azul 27 Leds Lancha Barco || Par De Luz Lâmpada Subaquática Azul 27 Leds Lancha Jet Ski.,7895141635890|7895141650343,"R$ 20,95|R$ 22,55|R$ 23,65",Premium,81.68,24.0,
377-4K,,,,73.68,24.0,,,,,,25/03/2026 12:53,377-4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.68,24.0,
379,O-ring and hose clips 14463-5X04B,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Anel de vedação e abraçadeiras 14463-5X04B, Material:
Plástico e metal, saco plástico",,,,25/03/2026 12:53,379,SKU 379,379,"14463-5X04B
Clips SKU:379",O-ring and hose clips 14463-5X04B,"O-ring and hose clips 14463-5X04B,  Material:
Plastic and metal, plastic bag","Anel de vedação e abraçadeiras 14463-5X04B, Material:
Plástico e metal, saco plástico"," Material:
Plastic and metal","Material:
Plástico e metal",plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Anel de vedação e abraçadeiras 14463-5X04B,"Anel de vedação e abraçadeiras 14463-5X04B, Material:
Plástico e metal, saco plástico",,,,,,,cadastro_fotos/379.png
379-1,Hose seal ring 14463-5X04B,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",8.1,24.0,,"Anel de vedação para mangueira 14463-5X04B, Material: Borracha, saco plástico",MLB2162528000,MLB2162528000|MLB3287567729|MLB5374329122,3.0,25/03/2026 12:53,379-1,SKU 379-1,379-1,SKU 379-1,Hose seal ring 14463-5X04B,"Hose seal ring 14463-5X04B, Material: Rubber, plastic bag","Anel de vedação para mangueira 14463-5X04B, Material: Borracha, saco plástico",Material: Rubber,Material: Borracha,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Anel de vedação da mangueira 14463-5X04B,"Anel de vedação para mangueira 14463-5X04B, Material: Borracha, saco plástico",Anéis Vedação Mangueira Intercooler Frontier 2.3 Lado Esquer Preto || Kit Anéis Vedação Da Mangueira Intercooler Frontier 2.5 190 || Kit Anéis Vedação Da Mangueira Intercooler Frontier 2.5 190  Preto,"7895141623149,7895141623118","R$ 20,95|R$ 7,75",Clássico,8.1,24.0,cadastro_fotos/379-1.png
379-2,Clips Intercooler 14463-5X04B'',Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",8.1,24.0,,"Clips para Intercooler 14463-5X04B'', Material: Metal, embalagem plástica",,,,25/03/2026 12:53,379-2,SKU 379-2,379-2,SKU 379-2,Clips Intercooler 14463-5X04B'',"Clips Intercooler 14463-5X04B'', Material: Metal, plastic bag","Clips para Intercooler 14463-5X04B'', Material: Metal, embalagem plástica",Material: Metal,Material: Metal,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Clips do Intercooler 14463-5X04B'',"Clips para Intercooler 14463-5X04B'', Material: Metal, embalagem plástica",,,,,8.1,24.0,cadastro_fotos/379-2.png
